Brand,Model,Year,Horsepower,Engine_Size,Weight,Torque,Acceleration_0_100,Power_Weight,Torque_Weight,Drivetrain,Transmission
Lamborghini,Revuelto,2023,1008,3.7,4303,1200,2.25,0.23425517081106206,0.27887520334650245,RWD,DCT
Ferrari,SF90 Stradale,2023,978,4.9,3667,1055,2.25,0.26670302699754567,0.2877011180801745,RWD,DCT
Bugatti,Mistral,2023,1586,4.1,4462,1533,2.17,0.3554459883460332,0.3435679067682654,RWD,DCT
Ferrari,F8 Tributo,2022,716,4.1,3150,855,2.9,0.2273015873015873,0.2714285714285714,RWD,DCT
Lamborghini,Aventador SVJ,2019,762,4.0,3917,692,2.72,0.19453663517998468,0.17666581567526168,RWD,Auto
Aston Martin,Valkyrie,2024,1137,6.8,2831,1356,2.59,0.40162486753797244,0.47898269162839985,RWD,Auto
Bentley,Bentayga Speed,2021,642,6.4,5726,756,3.9,0.11212015368494586,0.13202933985330073,RWD,Auto
Mercedes-AMG,GT63 S,2020,602,6.2,4634,561,3.29,0.1299093655589124,0.1210617177384549,RWD,Auto
Bugatti,Divo,2019,1510,7.0,4490,1492,2.39,0.3363028953229399,0.3322939866369711,RWD,DCT
Bugatti,Mistral,2023,1585,2.2,4402,1460,2.11,0.36006360745115856,0.33166742389822806,RWD,DCT
Bentley,Continental GT Speed,2019,655,5.4,4949,673,3.68,0.13234996969084664,0.13598706809456457,AWD,DCT
Lamborghini,Aventador SVJ,2022,756,6.0,4008,864,2.87,0.18862275449101795,0.2155688622754491,AWD,Auto
Ferrari,F8 Tributo,2021,709,3.9,3227,761,2.86,0.2197087077781221,0.23582274558413388,RWD,DCT
Mercedes-AMG,SL63 AMG,2014,595,4.4,4315,594,3.58,0.13789107763615296,0.1376593279258401,RWD,Auto
Bentley,Continental GT Speed,2015,641,7.0,5012,658,3.69,0.12789305666400638,0.13128491620111732,RWD,DCT
Mercedes-AMG,GT Black Series,2021,725,7.3,3527,825,2.93,0.20555713070598242,0.2339098383895662,RWD,DCT
Aston Martin,DBS Superleggera,2020,708,7.4,4091,643,3.25,0.17306282082620386,0.15717428501588854,RWD,Auto
Bentley,Bentayga Speed,2023,638,7.5,5770,683,3.84,0.11057192374350086,0.11837088388214904,RWD,Auto
Porsche,911 Turbo S,2017,607,4.7,3645,725,2.62,0.16652949245541837,0.19890260631001372,AWD,DCT
Mercedes-AMG,GT63 S,2020,603,7.7,4526,568,3.08,0.1332302253645603,0.1254971277065842,AWD,Auto
Ferrari,SF90 Stradale,2022,955,3.0,3852,1131,2.19,0.24792315680166147,0.29361370716510904,RWD,DCT
Bentley,Bentayga Speed,2023,638,6.3,5726,702,3.93,0.11142158574921411,0.1225986727209221,RWD,Auto
Rolls-Royce,Wraith,2023,639,2.9,5200,707,4.25,0.12288461538461538,0.13596153846153847,RWD,Auto
Lamborghini,Aventador SVJ,2022,761,2.3,4176,768,2.72,0.18223180076628354,0.1839080459770115,RWD,Auto
Bugatti,Mistral,2024,1597,3.9,4386,1567,2.29,0.3641130870953032,0.35727314181486547,RWD,DCT
Rolls-Royce,Phantom,2013,559,7.2,5773,598,5.19,0.09683007102026676,0.10358565737051793,AWD,Auto
Bentley,Flying Spur,2021,592,6.0,5131,543,3.88,0.1153771194698889,0.10582732410836095,RWD,Auto
Lamborghini,Huracan EVO,2021,610,5.7,3257,701,3.02,0.18728891618053423,0.21522873810254836,RWD,DCT
Aston Martin,DBS Superleggera,2019,714,6.8,3980,746,3.24,0.1793969849246231,0.18743718592964825,RWD,Auto
Lamborghini,Revuelto,2023,1010,5.9,4443,1101,2.17,0.22732388026108485,0.24780553679945982,AWD,DCT
Ferrari,SF90 Stradale,2024,971,7.0,3626,1061,2.15,0.2677881963596249,0.2926089354660783,AWD,DCT
Bentley,Continental GT Speed,2018,640,6.7,5099,592,3.69,0.12551480682486763,0.11610119631300254,RWD,DCT
McLaren,Artura,2022,645,3.4,3485,745,3.1,0.18507890961262555,0.21377331420373027,AWD,DCT
BMW,M8 Competition,2023,614,2.2,4438,668,3.07,0.13835060838215413,0.1505182514646237,RWD,Auto
BMW,M8 Competition,2023,606,4.5,4387,632,3.16,0.13813540004558925,0.14406200136767722,AWD,Auto
Lamborghini,Aventador SVJ,2022,750,5.7,4023,833,2.8,0.18642803877703207,0.2070594084016903,AWD,Auto
Bugatti,Chiron,2020,1524,7.0,4484,1714,2.34,0.33987511150758254,0.38224799286351474,RWD,DCT
Porsche,911 Turbo S,2013,618,4.6,3662,625,2.6,0.1687602403058438,0.17067176406335335,AWD,DCT
Lamborghini,Huracan EVO,2022,630,7.5,3300,682,3.11,0.19090909090909092,0.20666666666666667,AWD,DCT
Lamborghini,Revuelto,2023,1001,4.2,4309,1061,2.26,0.23230447899744722,0.2462288233928986,RWD,DCT
Porsche,911 GT3 RS,2016,503,2.3,3312,562,3.2,0.1518719806763285,0.16968599033816426,RWD,DCT
McLaren,720S,2022,711,3.1,3013,763,2.71,0.23597743113176237,0.25323597743113174,RWD,DCT
Bentley,Continental GT Speed,2023,658,6.1,4939,695,3.55,0.133225349260984,0.14071674428021866,RWD,DCT
Rolls-Royce,Wraith,2016,635,8.0,5349,585,4.38,0.11871377827631333,0.10936623667975323,AWD,Auto
Lamborghini,Aventador SVJ,2020,761,5.3,3892,697,2.74,0.19552929085303186,0.17908530318602262,RWD,Auto
Rolls-Royce,Wraith,2017,629,4.1,5352,607,4.42,0.11752615844544095,0.11341554559043349,AWD,Auto
McLaren,765LT,2020,758,7.6,3032,820,2.79,0.25,0.2704485488126649,RWD,DCT
Porsche,911 GT3 RS,2022,516,4.1,3342,575,3.11,0.15439856373429084,0.1720526630760024,AWD,DCT
Lamborghini,Revuelto,2023,1013,5.5,4358,1128,2.12,0.23244607618173474,0.2588343276732446,RWD,DCT
Mercedes-AMG,SL63 AMG,2022,599,4.4,4288,586,3.53,0.1396921641791045,0.13666044776119404,AWD,Auto
McLaren,765LT,2023,760,5.4,2998,721,2.62,0.25350233488992663,0.24049366244162776,RWD,DCT
Rolls-Royce,Ghost,2022,580,3.0,5382,537,4.54,0.10776662950575994,0.09977703455964325,AWD,Auto
Mercedes-AMG,GT Black Series,2022,724,2.4,3510,741,3.06,0.20626780626780628,0.2111111111111111,AWD,DCT
Ferrari,SF90 Stradale,2020,952,4.7,3730,1138,2.04,0.2552278820375335,0.30509383378016086,AWD,DCT
Bentley,Continental GT Speed,2017,633,4.2,5118,720,3.55,0.12368112543962485,0.1406799531066823,RWD,DCT
Bugatti,Chiron,2018,1527,3.5,4454,1663,2.34,0.3428378985181859,0.3733722496632241,AWD,DCT
Lamborghini,Huracan EVO,2019,614,5.9,3217,672,3.1,0.19086105066832454,0.20889027043829655,RWD,DCT
Mercedes-AMG,GT Black Series,2024,723,6.7,3553,742,2.91,0.20349000844356882,0.20883760202645651,AWD,DCT
Aston Martin,DBS Superleggera,2021,712,7.8,3944,831,3.4,0.18052738336713997,0.2106997971602434,AWD,Auto
Lamborghini,Aventador SVJ,2022,762,3.7,4116,878,2.85,0.18513119533527697,0.21331389698736639,AWD,Auto
BMW,M5 CS,2022,635,3.7,4017,696,3.09,0.15807816778690564,0.17326362957430919,AWD,Auto
Bentley,Bentayga Speed,2021,640,6.6,5696,595,3.77,0.11235955056179775,0.10445926966292135,RWD,Auto
Porsche,911 GT2 RS,2020,696,6.9,3300,635,2.66,0.2109090909090909,0.19242424242424241,RWD,DCT
Mercedes-AMG,SL63 AMG,2020,597,6.3,4306,665,3.51,0.13864375290292616,0.1544356711565258,RWD,Auto
Lamborghini,Revuelto,2023,1012,5.2,4416,934,2.38,0.22916666666666666,0.2115036231884058,RWD,DCT
Porsche,911 Turbo S,2019,588,4.2,3678,606,2.46,0.1598694942903752,0.16476345840130505,RWD,DCT
Lamborghini,Huracan EVO,2019,626,7.0,3178,637,3.18,0.19697923222152297,0.20044052863436124,AWD,DCT
Rolls-Royce,Ghost,2011,588,7.4,5395,576,4.58,0.10898980537534754,0.1067655236329935,AWD,Auto
Lamborghini,Aventador SVJ,2022,758,4.0,3926,782,2.86,0.19307182883341822,0.19918492103922567,RWD,Auto
Rolls-Royce,Phantom,2020,543,5.2,5723,535,5.35,0.0948803075310152,0.09348243928009785,RWD,Auto
McLaren,765LT,2023,765,2.0,2972,735,2.74,0.25740242261103635,0.24730820995962316,RWD,DCT
Bugatti,Mistral,2023,1590,2.7,4476,1512,2.14,0.3552278820375335,0.3378016085790885,AWD,DCT
Rolls-Royce,Ghost,2021,556,4.8,5424,641,4.55,0.10250737463126844,0.11817846607669616,RWD,Auto
McLaren,720S,2018,717,6.8,3068,775,2.81,0.23370273794002608,0.2526075619295958,AWD,DCT
Bugatti,Chiron,2023,1568,6.4,4475,1862,2.34,0.350391061452514,0.41608938547486035,RWD,DCT
McLaren,765LT,2021,750,3.0,2969,770,2.7,0.2526103065005052,0.2593465813405187,RWD,DCT
Lamborghini,Aventador SVJ,2019,750,5.4,4190,783,2.81,0.17899761336515513,0.18687350835322195,RWD,Auto
Mercedes-AMG,GT63 S,2019,618,6.3,4753,599,3.08,0.13002314327792974,0.12602566799915843,AWD,Auto
Porsche,911 GT3 RS,2022,515,6.7,3200,467,3.03,0.1609375,0.1459375,AWD,DCT
Lamborghini,Revuelto,2024,1005,2.9,4474,998,2.39,0.2246312025033527,0.22306660706303086,AWD,DCT
Ferrari,SF90 Stradale,2020,999,5.5,3813,1172,2.06,0.2619984264358773,0.3073695253081563,RWD,DCT
Bugatti,Divo,2020,1562,4.5,4475,1787,2.4,0.3490502793296089,0.39932960893854746,RWD,DCT
Ferrari,SF90 Stradale,2021,985,6.2,3786,917,2.06,0.2601690438457475,0.2422081352350766,AWD,DCT
Rolls-Royce,Wraith,2021,614,4.0,5330,589,4.22,0.11519699812382739,0.11050656660412758,RWD,Auto
Aston Martin,DB11 AMR,2021,616,4.1,3985,718,3.54,0.15457967377666249,0.18017565872020075,RWD,Auto
Ferrari,812 Superfast,2018,810,3.4,3673,928,2.99,0.22052817860059898,0.2526545058535257,RWD,DCT
BMW,M5 CS,2021,628,2.3,4120,732,3.1,0.1524271844660194,0.17766990291262136,RWD,Auto
Mercedes-AMG,SL63 AMG,2019,586,7.8,4328,657,3.62,0.1353974121996303,0.1518022181146026,RWD,Auto
Lamborghini,Aventador SVJ,2019,754,4.5,4066,833,2.87,0.1854402361042794,0.20486965076242006,RWD,Auto
Mercedes-AMG,SL63 AMG,2021,577,5.6,4211,629,3.5,0.13702208501543575,0.14937069579672288,RWD,Auto
Bugatti,Chiron,2023,1567,6.8,4453,1731,2.39,0.35189759712553337,0.38872670110038177,RWD,DCT
Ferrari,F8 Tributo,2023,702,5.7,3156,789,2.86,0.2224334600760456,0.25,RWD,DCT
BMW,M8 Competition,2023,616,5.9,4404,690,3.09,0.13987284287011809,0.1566757493188011,RWD,Auto
BMW,XM Label Red,2024,737,4.8,6020,784,3.78,0.12242524916943522,0.13023255813953488,AWD,Auto
McLaren,720S,2019,704,4.0,3089,748,2.87,0.22790547102622208,0.24214956296536097,RWD,DCT
Bugatti,Mistral,2024,1589,6.9,4443,1847,2.26,0.3576412334008553,0.41571010578437995,RWD,DCT
BMW,M5 CS,2022,625,5.1,4136,591,3.09,0.15111218568665377,0.14289168278529982,RWD,Auto
Ferrari,SF90 Stradale,2024,997,7.0,3628,1060,2.17,0.27480705622932744,0.2921719955898567,AWD,DCT
Lamborghini,Aventador SVJ,2020,756,6.0,3946,870,2.74,0.1915864166244298,0.22047643182970098,RWD,Auto
Bentley,Continental GT Speed,2024,660,6.7,5029,658,3.57,0.13123881487373235,0.1308411214953271,AWD,DCT
Bugatti,Divo,2020,1507,5.6,4485,1476,2.39,0.3360089186176143,0.3290969899665552,RWD,DCT
McLaren,765LT,2020,752,6.0,3092,869,2.77,0.24320827943078913,0.2810478654592497,AWD,DCT
Ferrari,F8 Tributo,2023,720,7.0,3187,836,2.87,0.2259177910260433,0.26231565735801693,RWD,DCT
Ferrari,F8 Tributo,2023,708,6.2,3281,713,2.83,0.21578786955196586,0.217311795184395,RWD,DCT
Rolls-Royce,Wraith,2023,624,7.6,5211,654,4.29,0.11974668969487623,0.12550374208405296,RWD,Auto
Mercedes-AMG,GT Black Series,2024,730,3.7,3542,810,2.98,0.20609824957651043,0.22868435911914173,RWD,DCT
BMW,XM Label Red,2024,735,7.3,5953,724,3.76,0.1234671594154208,0.1216193515874349,AWD,Auto
Mercedes-AMG,SL63 AMG,2012,584,4.2,4168,673,3.55,0.1401151631477927,0.16146833013435702,AWD,Auto
Ferrari,812 Superfast,2020,797,5.1,3817,822,2.81,0.20880272465286875,0.21535237097196752,AWD,DCT
Rolls-Royce,Ghost,2010,589,3.7,5329,570,4.73,0.11052730343404016,0.10696190654907112,RWD,Auto
Porsche,911 Turbo S,2022,595,6.8,3564,661,2.57,0.1669472502805836,0.18546576879910212,RWD,DCT
Rolls-Royce,Phantom,2019,542,4.7,5618,564,5.12,0.09647561409754361,0.10039159843360626,AWD,Auto
Lamborghini,Revuelto,2024,1016,3.5,4487,1140,2.23,0.22643191441943392,0.25406730554936485,RWD,DCT
Mercedes-AMG,SL63 AMG,2023,577,7.1,4251,652,3.64,0.1357327687602917,0.15337567631145613,AWD,Auto
Ferrari,SF90 Stradale,2020,959,4.2,3616,876,2.14,0.26521017699115046,0.24225663716814158,AWD,DCT
Mercedes-AMG,SL63 AMG,2021,597,4.4,4305,565,3.6,0.13867595818815331,0.13124274099883856,RWD,Auto
McLaren,Artura,2022,642,7.4,3431,630,3.08,0.18711745846691927,0.18361993587875255,RWD,DCT
McLaren,765LT,2020,761,4.5,3070,722,2.74,0.24788273615635179,0.23517915309446255,AWD,DCT
BMW,XM Label Red,2023,743,6.3,5950,883,3.61,0.12487394957983193,0.14840336134453783,RWD,Auto
Rolls-Royce,Ghost,2018,574,2.2,5428,520,4.42,0.10574797347089167,0.09579955784819455,AWD,Auto
Porsche,911 Turbo S,2022,640,5.4,3581,658,2.3,0.17872102764590897,0.18374755654845015,RWD,DCT
Lamborghini,Aventador SVJ,2022,767,3.6,4178,838,2.82,0.18358066060315942,0.20057443752991863,RWD,Auto
Porsche,911 GT2 RS,2019,696,2.1,3343,680,2.79,0.20819623093030212,0.2034101106790308,RWD,DCT
Lamborghini,Revuelto,2023,1000,2.2,4410,1144,2.4,0.22675736961451248,0.2594104308390023,AWD,DCT
McLaren,720S,2020,717,4.2,3091,726,2.75,0.23196376577159494,0.23487544483985764,RWD,DCT
Bentley,Bentayga Speed,2023,646,6.0,5723,622,3.96,0.11287786126157609,0.10868425650882405,AWD,Auto
Ferrari,SF90 Stradale,2024,993,5.2,3821,902,2.18,0.2598796126668411,0.23606385762889295,RWD,DCT
Rolls-Royce,Wraith,2023,627,5.6,5254,585,4.5,0.11933764750666159,0.11134373810430148,RWD,Auto
Mercedes-AMG,GT Black Series,2022,725,4.1,3579,765,3.0,0.20257055043308186,0.21374685666387258,RWD,DCT
McLaren,765LT,2022,752,4.3,2985,754,2.69,0.25192629815745393,0.2525963149078727,AWD,DCT
Lamborghini,Aventador SVJ,2021,762,2.7,3889,697,2.73,0.195937258935459,0.17922345075854976,RWD,Auto
BMW,M8 Competition,2023,620,6.0,4399,683,3.04,0.14094112298249603,0.15526255967265287,RWD,Auto
Aston Martin,DB11 AMR,2024,626,4.7,4039,653,3.59,0.15498885862837336,0.16167368160435752,RWD,Auto
Bugatti,Mistral,2023,1598,7.3,4420,1467,2.22,0.36153846153846153,0.33190045248868777,RWD,DCT
McLaren,Artura,2023,680,6.0,3449,638,3.09,0.19715859669469413,0.1849811539576689,AWD,DCT
Mercedes-AMG,GT Black Series,2024,725,6.5,3554,777,2.94,0.2039954980303883,0.21862689926842993,AWD,DCT
Bentley,Continental GT Speed,2024,652,3.9,5084,722,3.57,0.12824547600314712,0.14201416207710466,AWD,DCT
Bentley,Continental GT Speed,2019,632,5.1,4927,666,3.51,0.12827278262634464,0.13517353359042014,AWD,DCT
Lamborghini,Aventador SVJ,2020,759,3.7,3845,779,2.73,0.19739921976592978,0.20260078023407022,RWD,Auto
Ferrari,F8 Tributo,2022,711,4.4,3297,791,2.83,0.2156505914467698,0.23991507430997877,AWD,DCT
Rolls-Royce,Phantom,2022,547,5.2,5884,641,5.09,0.09296397008837526,0.10893949694085656,RWD,Auto
Rolls-Royce,Phantom,2024,565,6.7,5611,560,5.28,0.10069506326857958,0.09980395651399038,RWD,Auto
Rolls-Royce,Phantom,2012,546,5.5,5812,598,5.05,0.09394356503785271,0.10289057123193393,RWD,Auto
McLaren,Artura,2023,654,4.6,3315,622,3.04,0.19728506787330316,0.18763197586726998,RWD,DCT
Lamborghini,Aventador SVJ,2022,766,3.6,4158,825,2.76,0.18422318422318423,0.1984126984126984,AWD,Auto
Bugatti,Divo,2021,1520,2.7,4465,1533,2.37,0.3404255319148936,0.3433370660694289,RWD,DCT
Bentley,Flying Spur,2020,623,2.1,5187,686,3.74,0.12010796221322537,0.13225371120107962,AWD,Auto
Bugatti,Mistral,2023,1580,3.6,4416,1812,2.23,0.35778985507246375,0.41032608695652173,RWD,DCT
Bentley,Bentayga Speed,2024,646,5.6,5709,733,3.96,0.11315466806796287,0.1283937642319145,RWD,Auto
Bentley,Bentayga Speed,2024,634,4.0,5603,661,3.83,0.11315366767802963,0.11797251472425486,RWD,Auto
Aston Martin,DB11 AMR,2019,606,4.9,4009,691,3.53,0.15115989024694437,0.172362185083562,AWD,Auto
Ferrari,SF90 Stradale,2020,1000,3.7,3627,934,2.01,0.27570995312930796,0.25751309622277363,RWD,DCT
Porsche,911 Turbo S,2020,607,6.5,3585,720,2.53,0.16931659693165968,0.200836820083682,RWD,DCT
Bugatti,Chiron,2018,1538,2.5,4462,1452,2.39,0.34468848050201706,0.3254146122814881,RWD,DCT
Bentley,Continental GT Speed,2023,651,6.0,4937,769,3.66,0.13186145432448856,0.15576260887178447,RWD,DCT
Rolls-Royce,Ghost,2010,555,6.6,5315,580,4.73,0.10442144873000941,0.10912511759172154,AWD,Auto
Ferrari,F8 Tributo,2021,714,5.0,3276,723,2.88,0.21794871794871795,0.2206959706959707,AWD,DCT
Aston Martin,DB11 AMR,2024,602,5.6,3918,689,3.55,0.15364982133741706,0.17585502807554876,RWD,Auto
Bugatti,Mistral,2023,1593,7.0,4302,1801,2.24,0.3702928870292887,0.4186424918642492,RWD,DCT
Rolls-Royce,Wraith,2014,619,4.2,5274,724,4.23,0.1173682214637846,0.1372772089495639,RWD,Auto
Rolls-Royce,Phantom,2012,541,7.5,5766,568,5.38,0.09382587582379466,0.098508498092265,AWD,Auto
Rolls-Royce,Wraith,2018,634,4.2,5331,640,4.49,0.11892703057587695,0.12005252297880323,RWD,Auto
Lamborghini,Revuelto,2023,1019,6.9,4369,1212,2.13,0.2332341496910048,0.27740901808194096,RWD,DCT
Aston Martin,DB11 AMR,2021,608,3.9,4003,661,3.62,0.15188608543592305,0.1651261553834624,RWD,Auto
Mercedes-AMG,SL63 AMG,2014,595,6.3,4109,670,3.59,0.14480408858603067,0.16305670479435386,RWD,Auto
Aston Martin,DB11 AMR,2023,625,5.8,4035,660,3.6,0.15489467162329615,0.16356877323420074,AWD,Auto
Ferrari,SF90 Stradale,2023,967,3.2,3898,1066,2.19,0.24807593637762956,0.27347357619291945,AWD,DCT
Bugatti,Chiron,2020,1514,4.5,4451,1624,2.34,0.3401482812851045,0.3648618288025163,AWD,DCT
Bentley,Flying Spur,2022,573,5.7,4844,627,3.93,0.11829066886870356,0.12943848059454996,RWD,Auto
Bugatti,Mistral,2023,1592,3.1,4466,1570,2.22,0.35647111509180474,0.3515450067174205,AWD,DCT
BMW,XM Label Red,2023,739,8.0,5939,687,3.84,0.12443172251220744,0.11567603973732951,AWD,Auto
Porsche,911 GT2 RS,2020,696,2.4,3373,636,2.7,0.20634450044470798,0.18855618144085384,AWD,DCT
Aston Martin,Valkyrie,2022,1127,6.9,2792,1052,2.51,0.4036532951289398,0.37679083094555876,AWD,Auto
Mercedes-AMG,SL63 AMG,2012,598,4.2,4267,711,3.68,0.14014530114834778,0.1666276072181861,AWD,Auto
Mercedes-AMG,GT63 S,2024,617,4.4,4710,626,3.3,0.13099787685774947,0.13290870488322717,RWD,Auto
Mercedes-AMG,GT63 S,2024,607,3.7,4798,653,3.0,0.12651104626927887,0.13609837432263444,AWD,Auto
Mercedes-AMG,SL63 AMG,2024,591,6.3,4180,645,3.63,0.14138755980861245,0.15430622009569378,RWD,Auto
Aston Martin,DBS Superleggera,2024,713,4.5,3993,833,3.32,0.17856248434760832,0.20861507638367144,AWD,Auto
Aston Martin,Valkyrie,2022,1104,7.4,2762,1188,2.4,0.3997103548153512,0.43012309920347574,RWD,Auto
Bugatti,Divo,2019,1548,7.6,4419,1782,2.36,0.35030549898167007,0.40325865580448067,AWD,DCT
Bugatti,Divo,2020,1508,5.4,4456,1433,2.31,0.3384201077199282,0.32158886894075406,RWD,DCT
Porsche,911 GT3 RS,2019,501,5.8,3318,478,3.18,0.15099457504520797,0.14406268836648584,AWD,DCT
Mercedes-AMG,SL63 AMG,2021,592,3.3,4205,701,3.6,0.14078478002378123,0.1667063020214031,AWD,Auto
Porsche,911 GT3 RS,2023,513,4.7,3330,603,3.28,0.15405405405405406,0.1810810810810811,RWD,DCT
Aston Martin,Valkyrie,2024,1152,5.9,2750,1323,2.3,0.4189090909090909,0.48109090909090907,AWD,Auto
Rolls-Royce,Ghost,2017,562,2.2,5480,642,4.71,0.10255474452554744,0.11715328467153285,RWD,Auto
Aston Martin,DBS Superleggera,2024,714,4.6,4007,680,3.29,0.17818817070127277,0.16970301971549787,RWD,Auto
Bugatti,Divo,2021,1541,7.7,4441,1617,2.36,0.3469939202882234,0.36410718306687684,RWD,DCT
Bentley,Flying Spur,2020,612,2.3,5009,573,3.85,0.1221800758634458,0.11439409063685366,RWD,Auto
Aston Martin,DB11 AMR,2021,623,6.2,4073,646,3.53,0.15295850724281856,0.15860545052786643,RWD,Auto
Ferrari,F8 Tributo,2021,709,6.4,3253,683,2.87,0.21795265908392253,0.2099600368890255,AWD,DCT
Rolls-Royce,Phantom,2021,549,7.7,5779,632,5.36,0.09499913479840803,0.10936148122512546,AWD,Auto
Bugatti,Divo,2020,1488,3.7,4413,1396,2.32,0.3371855880353501,0.3163380920009064,RWD,DCT
Rolls-Royce,Ghost,2011,583,3.7,5578,669,4.53,0.1045177482968806,0.119935460738616,RWD,Auto
Rolls-Royce,Ghost,2010,564,4.5,5463,554,4.68,0.10323997803404723,0.10140948196961376,RWD,Auto
Aston Martin,DBS Superleggera,2022,703,7.7,3807,828,3.21,0.18465983714210665,0.21749408983451538,AWD,Auto
Bugatti,Chiron,2021,1555,5.0,4442,1717,2.35,0.35006753714543,0.3865375956776227,RWD,DCT
Rolls-Royce,Phantom,2019,561,4.2,5830,519,5.11,0.09622641509433963,0.08902229845626072,RWD,Auto
Porsche,911 GT2 RS,2019,692,2.4,3372,636,2.67,0.20521945432977462,0.18861209964412812,AWD,DCT
Bugatti,Chiron,2016,1530,4.0,4485,1385,2.34,0.3411371237458194,0.3088071348940914,AWD,DCT
Aston Martin,DBS Superleggera,2019,714,7.1,3885,694,3.22,0.1837837837837838,0.17863577863577865,RWD,Auto
Bugatti,Chiron,2023,1532,7.3,4418,1528,2.4,0.3467632412856496,0.34585785423268445,AWD,DCT
Rolls-Royce,Wraith,2014,610,3.0,5361,701,4.35,0.11378474165267674,0.13075918671889572,AWD,Auto
Mercedes-AMG,GT Black Series,2023,726,4.2,3507,869,2.87,0.20701454234388367,0.24779013401767894,RWD,DCT
Porsche,911 GT3 RS,2021,502,5.5,3325,542,3.27,0.15097744360902254,0.1630075187969925,AWD,DCT
Bentley,Bentayga Speed,2021,632,4.1,5742,648,3.75,0.11006617903169627,0.11285266457680251,RWD,Auto
Lamborghini,Aventador SVJ,2021,758,4.9,4030,884,2.82,0.1880893300248139,0.21935483870967742,RWD,Auto
Porsche,911 Turbo S,2023,595,2.4,3636,560,2.44,0.16364136413641364,0.15401540154015403,RWD,DCT
Bugatti,Mistral,2023,1579,7.6,4414,1856,2.19,0.3577254191209787,0.4204802899864069,RWD,DCT
Bugatti,Chiron,2023,1563,6.7,4485,1589,2.35,0.348494983277592,0.35429208472686735,RWD,DCT
BMW,XM Label Red,2023,740,4.3,6037,782,3.61,0.12257743912539341,0.1295345370216995,RWD,Auto
BMW,M5 CS,2022,629,4.4,4082,739,3.03,0.15409113179813816,0.18103870651641352,AWD,Auto
Ferrari,SF90 Stradale,2022,987,5.8,3720,1157,2.11,0.2653225806451613,0.3110215053763441,RWD,DCT
Rolls-Royce,Ghost,2012,557,3.7,5499,606,4.42,0.10129114384433534,0.11020185488270595,AWD,Auto
Aston Martin,Valkyrie,2023,1129,7.6,2704,1255,2.42,0.41752958579881655,0.46412721893491127,RWD,Auto
Mercedes-AMG,GT63 S,2019,610,5.1,4505,666,3.11,0.13540510543840178,0.14783573806881242,AWD,Auto
Lamborghini,Huracan EVO,2024,635,2.9,3130,660,3.13,0.20287539936102236,0.2108626198083067,RWD,DCT
Rolls-Royce,Phantom,2012,562,2.6,5804,653,5.38,0.09682977257064093,0.11250861474844935,AWD,Auto
Lamborghini,Huracan EVO,2023,618,3.8,3180,631,3.11,0.19433962264150945,0.19842767295597485,RWD,DCT
Rolls-Royce,Ghost,2018,587,2.2,5573,594,4.73,0.10532926610443208,0.10658532208864166,RWD,Auto
Bentley,Flying Spur,2020,566,6.1,4968,583,3.83,0.1139291465378422,0.11735104669887278,AWD,Auto
Porsche,911 Turbo S,2010,614,6.0,3603,663,2.38,0.170413544268665,0.18401332223147376,RWD,DCT
McLaren,720S,2022,715,2.2,3069,674,2.71,0.23297491039426524,0.2196155099380906,RWD,DCT
BMW,M5 CS,2022,635,3.0,4041,635,3.03,0.15713932195001237,0.15713932195001237,AWD,Auto
Bugatti,Chiron,2023,1534,7.9,4462,1613,2.35,0.3437920215150157,0.36149708650829226,RWD,DCT
McLaren,Artura,2023,662,2.7,3329,721,3.0,0.19885851607089217,0.2165815560228297,RWD,DCT
Aston Martin,DB11 AMR,2021,603,4.5,4059,599,3.65,0.14855875831485588,0.14757329391475732,RWD,Auto
Mercedes-AMG,SL63 AMG,2017,590,5.4,4332,613,3.56,0.13619575253924285,0.1415050784856879,RWD,Auto
Rolls-Royce,Ghost,2015,574,4.6,5479,675,4.7,0.10476364300054755,0.1231976638072641,RWD,Auto
Lamborghini,Huracan EVO,2023,619,6.1,3178,594,3.13,0.19477658904971681,0.1869100062932662,RWD,DCT
Lamborghini,Huracan EVO,2019,617,7.2,3133,688,2.91,0.1969358442387488,0.21959782955633578,AWD,DCT
Bentley,Continental GT Speed,2024,650,3.4,5126,594,3.65,0.12680452594615685,0.11587982832618025,RWD,DCT
Lamborghini,Revuelto,2024,1013,6.1,4393,925,2.16,0.2305941270202595,0.21056225813794674,RWD,DCT
BMW,XM Label Red,2024,735,3.0,6038,748,3.63,0.12172904935409076,0.12388208015899305,RWD,Auto
Bugatti,Chiron,2019,1525,6.6,4487,1766,2.38,0.3398707376866503,0.393581457544016,RWD,DCT
Porsche,911 Turbo S,2013,600,3.8,3651,548,2.68,0.16433853738701726,0.1500958641468091,AWD,DCT
McLaren,765LT,2021,765,7.2,3028,900,2.7,0.25264200792602376,0.29722589167767505,AWD,DCT
Bugatti,Chiron,2024,1574,2.4,4497,1558,2.38,0.35001111852346006,0.34645319101623306,RWD,DCT
Aston Martin,DB11 AMR,2021,617,5.0,3904,704,3.66,0.15804303278688525,0.18032786885245902,RWD,Auto
Porsche,911 GT3 RS,2020,509,2.9,3222,539,3.29,0.1579764121663563,0.16728739913097454,RWD,DCT
Aston Martin,Valkyrie,2023,1134,5.0,2765,1323,2.58,0.41012658227848103,0.47848101265822784,RWD,Auto
